Page,Family,EnglishCommon,LatinSpecies,Length,Voice,Notes,,
244,Alcids,Common Murre,Uria aalge,17.5,"Adults silent at sea. Call in nesting colony  moaning, nasal ""aarrrr""; higher-pithed and more pleasant-sounding than Thick-billed. Juvenile at sea begs with insistent, short, low whistle ""pidoo-WHIdoo"" while following adult"".",,,
244,Alcids,Thick-billed Murre,Uria lomvia,18,"Adults silent at sea. Call a roaring, groaning, angry-sounding ""aoorrr"". Juvenile at sea gives whistle call like Common.",,,
245,Alcids,Razorbill,Alca torda,17,"Adults silent at sea. Call a grunting ""urrr"" with dry, rattling quality; more mechanical than murres, with melancholy sound. Juvenile at sea begs with whistled call similar to murres.",,,
245,Alcids,Dovekie,Alle alle,8.25,"Silent at sea. Call a high, screaming trill, rising and falling, lasting one to three seconds. Juvenile at sea gives shrill peeping call.",,,
246,Alcids,Scripp's Murrelet,Synthliboramphus scrippsi,9.8,"Call a series of three to eight high-pitched peeping notes ""seep seep seep seep"" unlike Craveri's. Juvenile gives a thin ""peer"".",,,
246,Alcids,Guadalupe Murrelet,Synthliboramphus hypoleucus,9.8,"Call a rattle similar to Craveri', unlike the high peeping of Scripps's.",,,
247,Alcids,Craveri's Murrelet,Synthliboramphus craveri,9.8,"Poorly known. Adult at sea gives a high, cricket-like rattle or trill ""sreeeer"". Other calls undescribed.",,,
247,Alcids,Ancient Murrelet,Synthliboramphus antiquus,10,"Adult at sea gives a short, whistled ""teep"". Variety of calls at nest site include a short ""chirrup"" and varied chips, trills, and rasping sounds.",,,
248,Alcids,Kittlitz's Murrelet,Brachyramphus brevirostris,9.5,"Less vocal than Marbled. Call a quiet, low groan ""urrrhhn"", similar to rarely heard groan call of Marbled. Also a short quack ""urgh"".",,,
248,Alcids,Marbled Murrelet,Brachyramphus marmoratus,9.75,"Quit vocal in flight near nest site as well as at sea. Flight call a squealing, gull-like but high-pitched, slightly descending series ""kleeer kleeeer kleeeer…"". Also a rarely heard groan ""urrrrn"" and a high, clear ""quip"".",,,
249,Alcids,Long-billed Murrelet,Brachyramphus perdix,10,Undescribed. Usually silent at sea.,,,
249,Alcids,Cassin's Auklet,Ptychoramphus aleuticus,9,"Silent at sea. Adults in colony at night give chorus of hoarse, rhythmic calls ""RREP-nerreer"" with many variations (simllar to calls of Parakeet Auklet); also a short, harsh ""skreer'.",,,
250,Alcids,Parakeet Auklet,Aethia psittacula,10,"Silent at sea. Adults in colony give rhythmic, hoarse calls similar to Cassin's Auklet; also a quavering, descending squeal.",,,
250,Alcids,Least Auklet,Aethia pusilla,6.25,"Silent at sea. Adults in colony vocal; varied repertoire not similar to other auklets; mainly a high, grating or churring trill or chatter in pulsing series reminiscent of White-throated Swift.",,,
251,Alcids,Whiskerd Auklet,Aethia pygmaea,7.75,"Silent at sea. Adults in and near colony give plaintive, high, kitten-like ""meew"" and rapid series of sharp, two-syllable notes ""beedeer beedeer beedeer beedeer bideer bideer bideer bidi bidi bidi bidee"".",,,
251,Alcids,Crested Auklet,Aethia cristatella,10.5,"Silent at sea. Adults in and near colony give a variety of low barking and hooting calls; a nasal, barking ""kyow"" like a small dog is frequently heard. Also a short, accelerating seeries of honking notes.",,,
252,Alcids,Rhinocerous Auklet,Cerorhinca monocerata,15,"Generally silent at sea. Adult near colony at night gives a building and fading series of about ten low, mooing notes; also short barks and single groaning calls.",,,
252,Alcids,Tufted Puffin,Fratercula cirrhata,15,"Silent at sea. Adult in colony not very vocal; only a low, rumbling, groaning sound heard.",,,
253,Alcids,Horned Puffin,Fratercula cornicata,15,"Silent at sea. Adults in colony give low groaning or growling calls, often in rhythmic pattern unlike the continuous moaning of Atlantic Puffin.",,,
253,Alcids,Atlantic Puffin,Fratercula arctica,12.5,"Silent at sea. Adults in colony give variations on a low, unmusical moaning or bellowing with slight pitch changes, like the sound of a distant chain saw.",,,
255,Columbidae,Rock Pigeon,Columba livia,12.5,"Song a low, muffled ""whoo, hoo-witoo-hoo"" with bowing and strutting display; at nest site a simpler ""hu-hu-hurrr"", repeated. Wings produce soft whistle on takeoff; on display takeoff a slapping ""TT-TT-t-t-t-t-t"".",,,
256,Columbidae,Band-tailed Pigeon,Patagioenas fasciata,14.5,"Song a deep, somewhat hoarse, repeated, owl-like hooting ""hu whoo, hu whoo…"". Also a nasal, grating ""raaaaaan"". Wings produce loud clapping on takeoff and muffled but far-carrying ""swoosh"" in fast descent.",,,
257,Columbidae,Red-billed Pigeon,Patagioenas flavirostris,14.5,"Song a hoarse cooing ""hup-hupA-hwooooo""; often in long series introduced by single, low, hoase note ""Hhooo; hwooo hwooooo hup hupA hwoooo, hup hupA hwooooo…"". When alarmed, a few loud wing claps on takeoff.",,,
257,Columbidae,White-crowned Pigeon,Patagioenas leucocephala,13.5,"Song slow, well spaced, fairly high-pitched like Mourning Dove: ""woopop wooooo, woopop wooooo…"". Rhythmic high, hoarse ""hudi-ho-HOOOO"" repeated. A few wing claps given when taking off in alarm or aggression.",,,
258,Columbidae,White-winged Dove,Zenaida asiatica,11.5,"Song a rhythmic hooting ""hhhHEPEP pou pooooo"" (""who cooks for you""), reminiscent of Barred or Spotted Owl, and a slow measured series ""pep pair pooa paair pooa paair pooa…"". Wings produce weak whistle on takeoff; lower and softer than Mourning Dove.",,,
258,Columbidae,Mourning Dove,Zenaida marowura,12,"Song a mournful hotting ""ooAAH cooo coo coo""; often mistaken for a owl by inexperienced listeners. Much minor individual variation in pattern. Sometimes a strong, single ""pooooo"". Wings produce light, airy whistling on takeoff.",,,
259,Columbidae,Zenaida Dove,Zenaida aurita,11.5,Song very similar to Mourning Dove.,,,
259,Columbidae,Oriental Turtle-Dove,Streptopelia orientalis,13,"Song low pigeon-like cooing with hoarse growling quality, repeated rhythmically as two longer notes then two shorter: ""kroo-kRoo, o-koo, kroo-Kroo, ko-koo…"". ",,,
259,Columbidae,European Turtle-Dove,Streptopelia turtur,11,"Song a low, wooden, rolling or purring sound, repeated with only short pauses ""kurrrrr, kurrrr, kurrrrr…""; sometimes two-syllabled ""Ku-kurrrrr"". On takeoff wings clatter and produce faint breezy whistle.",,,
260,Columbidae,Eurasian Collared-Dove,Strepopelia decaocto,13,"Song a rhythmic, three-syllable hooting ""coo COOO cup"" steadily repeated; slightly lower-pitched than Mourning Dove. Display call shorter ""COO COO co""; also a rather harsh, nasal ""krreeew"" during display flight, reminiscent of Catbird but low and hollow. No wing whistle in flight.",,,
260,Columbidae,African Collared-Dove,Streptopelia roseogrisea,11,"Song a soft, rolling, cooing ""cooeh-crrrrooa"" ot repeated quickly; also a soft, nasal laugh given from perch: a low, hollow ""hodo-hoo-hoo-hoo-hoo"".",,,
261,Columbidae,Spotted Dove,Streptpelia chinensis,12,"Song a forcefull ""poo pooorr"" or ""cooCRRRRRoo cup""; middle note very rough, rolling; final note separate; higher and louder than Mourning Dove. Wings do not whistle in flight.",,,
261,Columbidae,White-tipped Dove,Leptotila verreauxi,11.5,"Song a low, hollow moaning or cooing ""oh-oohooooooooo"", like the sound made when one blows across the top of a bottle. Wings produce high, thin, sharp whistle (higher than Mourning Dove) on takeoff.",,,
262,Columbidae,Key West Quail Dove,Geotrygon chrysia,12,"Song a low, moaning ""ooooo"" slightly descending, or ""oooowoo"" with second part accented and slightly higher; bvery similar to White-tipped Dove. Though not loud, call is far-carrying. Calls from low branches (4-6 feet high) within forest.",,,
262,Columbidae,Inca Dove,Columbina inca,8.25,"Song a fairly high, forceful cooing ""POO-pup"" (""no hope"") repetaed monotonously, less than once per second; also a more intense, hoarse growling ""krooor"" with soft, burry quality. Wings produce distinctive quiet, dry rattle on takeoff.",,,
263,Columbidae,Ruddy Ground-Dove,Columbina talpacoti,6.75,"Song slightly lower, faster, more complex, than Common Ground-Dove: ""pdooip"" repeated rapidly about twice per second.",,,
263,Columbidae,Common Ground-Dove,Columbina passerina,6.5,"Song a series of simple, rising coos ""hoooip, hoooip, hoooip…"" repeated slowly about once per second; a litte higher and clearer than Mourning Dove. Wings produce faint rattle on takeoff; not as clicking as Inca Dove.",,,
264,Cuculidae,Mangrove Cuckoo,Coccyzus minor,12,"Very nasal, unmusical ""aan aan aan aan aan aan aan urmm urmm"", slightly accelerating; last two notes lower and longer.",,,
265,Cuculidae,Yellow-billed Cuckoo,Coccyus americanus,12,"Song a guttural, hard, knocking series ""ku-ku-ku-ku-ku-ku-kddowl-kddowl…""; sometimes single ""kddowl"" notes. Also deep, swallowed, dove-like cooing ""cloom"" repeated with long pauses; a slow cooing series descending and weakening ""too too too too to to to""; a fairly rapid series of single, hard ""tok"" notes on one pitch ""tok tok tok tok..."".",,,
265,Cuculidae,Black-billed Cuckoo,Coccyzus erythropthalmus,12,"Song a hollow, whistled ""po po po"" repeated; sometimes a long, rapid series gradually falling into triplet pattern (see Least Bittern). A rolling call of ""kddow"" notes higher-pitched, quicker and not as guttural as Yellow-billed; beginning rapidly and ending with decelerating ""cloo"" notes. Also a rapid, hard, descending ""k-k-k-k"" or two-part, descending ""kru-dru"".",,,
266,Cuculidae,Common Cuckoo,Cuculus canorus,13,"Visitors to North America are generally silent. Song a repeated two-syllable ""cu-coo, cu-coo…"" like the familiar cuckoo clock.",,,
266,Cuculidae,Greater Roadrunner,Geococcy californicus,23,"Song a slow, descending series of about six resonant, low-pitched coos: ""cooo cooo cooo cooo coo coo""; weaker at end. Also a low, hollow, wooden clatter or rattle ""trrrt"" produced by bill.",,,
267,Cuculidae,Groove-billed Ani,Crotophaga sulcirostris,13.5,"Common call a sharp, high whistle with surred, whining ending ""PEETuaay"" or ""PEE-ho"". Often simply a sharp, inhaled ""PEEt""; also a sharp, hollow ""pep, pep…"" or low, grating ""krr krr…"".",,,
267,Cuculidae,Smooth-billed Ani,Smooth-billed Ani,14.5,"Common call a whining, metallic, asendning whistle ""queee-ik""; also a thin, descendin ""teeew"". Other whistles and clucks less melodious than Groove-billed.",,,
270,"Tytonidae, Strigidae",Barn Owl,Tyto alba,16,"Heard only at night. Common call year-round simply a long hissing shriek ""csssssshhH"". Female call averages softer than male and juvenile averages less hoarse, but overall little variation.",,,
270,"Tytonidae, Strigidae",Long-eared Owl,Asio otus,15,"Heard only at night. Male gives a low, soft hoot ""wooip"" about every three seconds. Female call higher and softer ""sheoof"". Alarm (both sexes) variable soft, nasal barks ""bwah bwah bwah""; also a quiet moan and squealing or mewing calls. Juvenile gives a high, squeaky ""wee-ee"" like rusty hinge. Both sexes wing-clap during display flight, producing a sound like cracking whip given at irregular intervals.",,,
271,"Tytonidae, Strigidae",Short-eared Owl,Asio flammeus,15,"Silent except in nesting season (at night). Male gives muffledd ""poo poo poo…"" (5-6/sec in series 2 sec long). Alarm both sexes) high, nasal barks and wheezy notes ""cheef cheef"" and ""cheewaaay"". Wing-clapping sounds like cracking whip, given in rapid, rattling series. Voice of Caribbean birds ot known to differ from Northern.",,,
272,"Tytonidae, Strigidae",Great Horned Owl,Bubo virginianus ,22,"Heard mainly at night. Song a deep, muffled hooting in rhythmic series ""hoo hoodoo hoooo hoo"" or longer ""ho hoo hoo hoododo hooooo hoo""; only slightly deeper than Mourning Dove. Female voice higher-pitched than male; courting female answers male with low, nasal, barking ""guwaay"". Juvenile begs with high, wheezy, scratchy, or hoarse bark ""reeeek"" or ""sheew"" or ""cheeoip""; variable, usually shorter and less rasping than Barn Owl but some very similar.",,,
273,"Tytonidae, Strigidae",Snowy Owl,Bubo scandiacus,23,"Call a high-pitched, drawn-out scream heard occasionally in territorial disputes year-round. Song of male a deep, muffled hoot ""brooo"" repeated. Barking (femle) or quacking (male) sounds in alarm; also a slurred whistle.",,,
273,"Tytonidae, Strigidae",Great Gray Owl,Strix nebulosa,27,"Courtship call (heard only at night) of male five to ten very deep, muffled, pumpng hoots, slightly lower and weaker at end; higher-pitched than grouse and longer. Female answers with emphatic, mellow whistle ""iihWEW""; also a low, hooting ""hooaahp"". Juvenile gives muted, trumpet-like ""bweek"".",,,
274,"Tytonidae, Strigidae",Spotted Owl,Strix occidentalis,17.5,"Heard mainly at night. Strong resonant hooting/barking with distinctive rhythm ""whup, hoo-hoo, hooooo"" or longer series; slightly higher-pitched than Barred Owl, notes more monotone with longer pauses. Also a rising, nasal whistle ""toweeeeeeip"" given by female and a more hissing, rasping ""kssssshhip"" by begging juvenile.",,,
274,"Tytonidae, Strigidae",Barred Owl,Strix varia,21,"Clear-voiced, expressive, hooting/barking ""hoo hoo ho-ho, hoo hoo ho-hooooaw"" (""who cooks for you, who cooks for you all"") ending with descending and rolling ""hoooaaaw"" note. Often given during daylight. In chorus a tremendous variety of barking, cackling, and gurgling notes. Juvenile begs with rising hiss ""ksssssshhip"" like Spotted.",,,
275,"Tytonidae, Strigidae",Boreal Owl,Aegolius funereus,10,"Song (heard only at night) a rapid series of low, whistled toots ""po po po po po po po po po"", slightly louder, clearer at end, two seconds long; similar to Wilson's Snipe winnowing but does not fade at end. Also a low, nasal ""hoooA"" falling at end and a short, sharp ""skiew"". Juvenile gives a rather high, clear chirp and occasionally a short chatter.",,,
275,"Tytonidae, Strigidae",Northern Saw-whet Owl,Aegolius acadicus,8,"Song (heard only at night) repeated, low, whistled toots (about 2/sec) ""poo poo poo…"" or ""toit toit toit…"" very similar to Northern Pygmy-Owl but with regular rhythm. Also wheezy, rising, cat-like screech ""shweeee""; soft, nasal barks ""keew"" or 'pew"" very similar to Elf Owl; whining, soft whistle ""eeeooi"".",,,
276,"Tytonidae, Strigidae",Burrowing Owl,Athene cunicularia,9.5,"Heard mainly at night. Male gives high, nasal, trumpeting ""coo-coooo"" call on one pitch; female answers with short, clear ""eeep"" or harsher, rasping ""ksshh"". Short, sharp, husky barking series often with a rasping scream ""kwee-ch-ch-ch-ch"" heard year-round. Other smacking or warbling calls rarely heard. Juvenile begs with short, harsh, rasping calls.",,,
